,id,title,release_date,budget,genres
10237,5237,Dust Devil,1992-08-08,8000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
10240,16320,Serenity,2005-08-25,39000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]"
10245,308,Broken Flowers,2005-05-17,10000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]"
10249,27449,Baby Face,1933-07-12,187000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
10253,26579,The Heart is Deceitful Above All Things,2004-09-15,74050.0,"[{'id': 18, 'name': 'Drama'}]"
10254,40254,Whispering Corridors,1998-05-30,600000.0,"[{'id': 27, 'name': 'Horror'}]"
10255,18882,Man-Thing,2005-04-21,7500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
10257,6519,The Dukes of Hazzard,2005-08-05,50000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]"
10261,11453,Deuce Bigalow: European Gigolo,2005-08-06,22000000.0,"[{'id': 35, 'name': 'Comedy'}]"
10262,9913,The Skeleton Key,2005-07-29,43000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
10263,8292,Four Brothers,2005-08-11,45000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]"
10264,13922,The Great Raid,2005-08-12,80000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]"
10276,37284,Acacia,2003-10-17,2000000.0,"[{'id': 27, 'name': 'Horror'}]"
10285,15907,Duma,2005-04-22,12000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
10301,6957,The 40 Year Old Virgin,2005-08-11,26000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
10303,79684,Contraband,1940-05-11,4490331.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]"
10305,11460,Red Eye,2005-08-04,26000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
10309,19404,Dilwale Dulhania Le Jayenge,1995-10-20,13200000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
10321,14175,Valiant,2005-03-25,35000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]"
10322,4442,The Brothers Grimm,2005-08-26,88000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]"
10325,44413,The Holy Girl,2004-05-06,1400000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
10328,9042,The Cave,2005-08-25,30000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
10329,17926,Undiscovered,2005-08-26,9000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
10331,1985,The Constant Gardener,2005-08-31,25000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
10332,9335,Transporter 2,2005-08-02,32000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
10334,9007,Just Like Heaven,2005-09-16,58000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]"
10335,9777,Proof,2005-09-05,20000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
10336,1830,Lord of War,2005-09-16,42000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
10338,10092,Cry_Wolf,2005-09-16,1000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
10339,340,Everything is Illuminated,2005-09-16,7000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
10364,27645,200 Motels,1971-11-10,679000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10402, 'name': 'Music'}]"
10368,8814,Doom,2005-10-20,60000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]"
10369,9923,Domino,2005-09-22,50000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]"
10370,7553,Waiting...,2005-10-07,3000000.0,"[{'id': 35, 'name': 'Comedy'}]"
10371,8202,Æon Flux,2005-11-30,62000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]"
10374,1947,An Unfinished Life,2005-09-09,30000000.0,"[{'id': 18, 'name': 'Drama'}]"
10379,49220,Zozo,2005-08-05,5600000.0,"[{'id': 18, 'name': 'Drama'}]"
10383,8643,The Exorcism of Emily Rose,2005-09-09,19000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
10384,9315,Flightplan,2005-09-22,55000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
10385,3933,Corpse Bride,2005-09-09,40000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}]"
10387,59,A History of Violence,2005-09-23,32000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
10388,257,Oliver Twist,2005-09-23,50000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
10389,15487,The Greatest Game Ever Played,2005-09-30,25000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
10390,398,Capote,2005-09-30,7000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
10392,30941,The Anderson Tapes,1971-06-17,3000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
10397,20668,Daltry Calhoun,2005-09-25,3000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
10398,11968,Into the Blue,2005-09-30,50000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]"
10400,14517,Mirrormask,2005-01-25,4000000.0,"[{'id': 14, 'name': 'Fantasy'}]"
10411,533,The Curse of the Were-Rabbit,2005-09-04,30000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
10413,5236,Kiss Kiss Bang Bang,2005-09-05,15000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]"
10419,14788,Bubble,2005-09-03,1600000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]"
10421,19082,No Direction Home: Bob Dylan,2005-07-21,2000000.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]"
10425,9763,Goal!: The Dream Begins,2005-06-06,30000000.0,"[{'id': 18, 'name': 'Drama'}]"
10426,30082,Forty Shades of Blue,2005-12-07,1500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
10428,24019,Angels in America,2003-12-07,60000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"
10429,15058,Speak,2004-01-20,1000000.0,"[{'id': 18, 'name': 'Drama'}]"
10430,10017,The Wraith,1986-11-21,2700000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]"
10434,3527,Don't Come Knocking,2005-05-19,11000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
10437,32990,Mother of Mine,2005-09-30,3500000.0,"[{'id': 18, 'name': 'Drama'}]"
10439,27759,55 Days at Peking,1963-05-06,17000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
10444,10707,The Squid and the Whale,2005-10-05,1500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
10445,9910,Two for the Money,2005-10-07,35000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
10448,15493,Star Wreck: In the Pirkinning,2005-08-20,16398.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
10450,142,Brokeback Mountain,2005-09-02,14000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
10452,9621,Elizabethtown,2005-10-06,57000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
10453,9701,North Country,2005-02-12,35000000.0,"[{'id': 18, 'name': 'Drama'}]"
10455,3291,"Good Night, and Good Luck.",2005-09-16,7000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
10460,16608,The Proposition,2005-10-06,2000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]"
10464,791,The Fog,2005-10-14,18000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
10469,2610,Shopgirl,2005-10-21,10284523.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
10471,9729,Where the Truth Lies,2005-10-07,25000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
10474,8066,Stay,2005-09-24,50000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
10476,1656,The Legend of Zorro,2005-10-24,75000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]"
10479,6963,The Weather Man,2005-10-20,20000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
10480,215,Saw II,2005-10-28,4000000.0,"[{'id': 27, 'name': 'Horror'}]"
10491,8274,American Pie Presents: Band Camp,2005-10-30,10000000.0,"[{'id': 35, 'name': 'Comedy'}]"
10494,20128,Life Is a Miracle,2004-05-14,8000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
10498,10799,Empire of the Wolves,2005-04-20,24000000.0,"[{'id': 28, 'name': 'Action'}]"
10503,1951,Manderlay,2005-05-16,14200000.0,"[{'id': 18, 'name': 'Drama'}]"
10506,23196,South Central,1992-09-18,4000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
10507,25763,Damnation Alley,1977-09-10,17000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]"
10513,28170,The Gore Gore Girls,1972-12-15,63500.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]"
10516,81220,Everything Put Together,2001-11-02,500000.0,"[{'id': 18, 'name': 'Drama'}]"
10517,25,Jarhead,2005-11-04,72000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
10518,105299,Siblings,2004-09-14,500000.0,"[{'id': 35, 'name': 'Comedy'}]"
10520,9982,Chicken Little,2005-11-04,150000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]"
10524,11661,Joyeux Noël,2005-11-09,22000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 10402, 'name': 'Music'}]"
10532,7974,The Match Factory Girl,1990-09-20,474700.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
10535,10060,Get Rich or Die Tryin',2005-11-09,40000000.0,"[{'id': 18, 'name': 'Drama'}]"
10538,231,Syriana,2005-11-23,50000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
10542,68098,Menolippu Mombasaan,2002-09-06,1800000.0,"[{'id': 18, 'name': 'Drama'}]"
10543,8999,Derailed,2005-11-11,22000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
10545,4348,Pride & Prejudice,2005-09-16,28000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
10546,47540,Keep Your Distance,2005-09-02,2500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]"
10549,9885,Wolf Creek,2005-01-01,1000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
10554,674,Harry Potter and the Goblet of Fire,2005-11-05,150000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]"
10556,69,Walk the Line,2005-09-13,28000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]"
10557,1833,Rent,2005-11-23,40000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
10561,6795,Zathura: A Space Adventure,2005-11-06,65000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]"
10566,24618,Bee Season,2005-09-03,14000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
10569,13499,"Yours, Mine & Ours",2005-11-23,45000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]"
10573,7010,The Wild Geese,1978-07-05,10000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]"
10575,20345,The Bird with the Crystal Plumage,1970-02-19,500000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
10585,116,Match Point,2005-10-26,15000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]"
10588,5741,Lorna,1964-09-11,60000.0,"[{'id': 18, 'name': 'Drama'}]"
10597,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,180000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
10598,254,King Kong,2005-12-14,207000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]"
10599,1904,Memoirs of a Geisha,2005-12-06,85000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]"
10605,14695,Havoc,2005-10-16,9000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
10612,19058,Down,2001-05-11,15000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
10616,9515,The Matador,2005-05-12,10000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
10619,9721,7 Seconds,2005-06-28,13000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
10620,20858,8 Million Ways to Die,1986-04-25,18000000.0,"[{'id': 80, 'name': 'Crime'}]"
10623,23478,Mozart and the Whale,2005-09-10,12000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
10633,8053,The Three Burials of Melquiades Estrada,2005-11-17,15000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 37, 'name': 'Western'}]"
10641,612,Munich,2005-12-22,70000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]"
10642,9899,The Producers,2005-12-25,45000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]"
10643,546,Transamerica,2005-12-23,1000000.0,"[{'id': 18, 'name': 'Drama'}]"
10644,2800,Rumor Has It...,2005-12-23,70000000.0,"[{'id': 35, 'name': 'Comedy'}]"
10645,9641,Cheaper by the Dozen 2,2005-12-21,60000000.0,"[{'id': 35, 'name': 'Comedy'}]"
10646,7552,Fun with Dick and Jane,2005-12-21,100000000.0,"[{'id': 35, 'name': 'Comedy'}]"
10660,9687,Keeping Mum,2005-12-02,169000.0,"[{'id': 35, 'name': 'Comedy'}]"
10664,9568,The Dentist,1996-06-07,2500000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
10671,154105,After Image,2001-01-23,1400000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
10673,11400,The New World,2005-12-25,30000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]"
10698,174865,Penelope,1966-11-10,4000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
10700,10045,District B13,2004-11-09,12000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]"
10701,168705,BloodRayne,2005-10-22,25000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]"
10702,1690,Hostel,2005-01-06,4800000.0,"[{'id': 27, 'name': 'Horror'}]"
10704,9044,Tristan & Isolde,2006-04-07,31000000.0,"[{'id': 18, 'name': 'Drama'}]"
10706,17379,Last Holiday,2006-01-13,45000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
10707,10982,Hoodwinked!,2005-12-16,15000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
10709,834,Underworld: Evolution,2006-01-12,50000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
10718,14226,Riding Alone for Thousands of Miles,2005-12-22,7500000.0,"[{'id': 18, 'name': 'Drama'}]"
10720,12701,Revolution,1985-12-25,28000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]"
10731,11246,Hellraiser: Hellseeker,2002-10-15,3000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"
10732,49683,Inside Daisy Clover,1966-02-17,4500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]"
10743,24269,The Temptations,1998-11-01,8000000.0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]"
10748,9912,The World's Fastest Indian,2005-10-12,25000000.0,"[{'id': 18, 'name': 'Drama'}]"
10750,1969,Bandidas,2006-01-18,35000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}, {'id': 80, 'name': 'Crime'}]"
10760,13275,Annapolis,2006-01-27,26000000.0,"[{'id': 18, 'name': 'Drama'}]"
10761,11565,Big Momma's House 2,2006-01-26,40000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
10762,11283,Nanny McPhee,2005-10-21,25000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
10776,9286,Final Destination 3,2006-02-10,25000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]"
10781,292,Dave Chappelle's Block Party,2005-09-12,3000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]"
10792,20981,The Call of Cthulhu,2005-01-01,50000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]"
10794,33061,Troll,1986-01-17,1100000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]"
10796,9975,Curious George,2006-02-10,50000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
10797,9754,Firewall,2006-02-10,45000000.0,"[{'id': 53, 'name': 'Thriller'}]"
10802,10053,When a Stranger Calls,2006-02-03,15000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
10803,10263,Tamara,2005-05-12,4750000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
10806,9959,Freedomland,2006-02-17,37665000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]"
10807,14256,Winter Passing,2006-02-07,3500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
10808,9036,Eight Below,2006-02-17,40000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
10809,10073,Date Movie,2006-02-17,20000000.0,"[{'id': 35, 'name': 'Comedy'}]"
10810,7304,Running Scared,2006-01-06,17000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
10811,16781,Madea's Family Reunion,2006-02-24,6000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
10813,9920,Ultraviolet,2006-03-03,30000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
10814,10025,Just My Luck,2006-05-12,28000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]"
10815,9682,Pulse,2006-08-11,38000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
10817,2207,16 Blocks,2006-03-01,55000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
10824,6877,Failure to Launch,2006-03-10,50000000.0,"[{'id': 35, 'name': 'Comedy'}]"
10826,950,Ice Age: The Meltdown,2006-03-23,80000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]"
10828,9968,The Big White,2005-10-27,18000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
10839,752,V for Vendetta,2006-03-15,54000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]"
10840,9655,She's the Man,2006-03-17,20000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]"
10841,9388,Thank You for Smoking,2005-09-05,6500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
10842,9950,Find Me Guilty,2006-03-16,13000000.0,"[{'id': 18, 'name': 'Drama'}]"
10843,388,Inside Man,2006-03-23,45000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
10844,868,Tsotsi,2005-08-18,3000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
10845,14191,Aquamarine,2006-03-03,12000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]"
